wave,year,saliencia,religiosidade_individual,frequencia,organizacao,indice_religiosidade,id_original,indice_subjetiva,indice_institucional
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,0.0,0.0,0.5,,1.0,0.0
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,,0.0,0.6666666666666666,,1.0,0.0
wave-6-2014-br,6,1.0,1.0,0.85,1.0,0.9625,,1.0,0.925
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,,0.0,0.6666666666666666,,1.0,0.0
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,0.45,0.5,0.655,,0.835,0.475
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.45,0.0,0.53,,0.835,0.225
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,0.85,0.5,0.8375,,1.0,0.675
wave-6-2014-br,6,1.0,1.0,0.85,0.5,0.8375,,1.0,0.675
wave-6-2014-br,6,0.33,1.0,0.65,0.0,0.495,,0.665,0.325
wave-6-2014-br,6,1.0,1.0,0.0,1.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,0.0,,1.0,0.5566666666666666,,0.335,1.0
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,0.45,0.0,0.6125,,1.0,0.225
wave-6-2014-br,6,0.67,1.0,0.85,0.5,0.755,,0.835,0.675
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.45,0.0,0.53,,0.835,0.225
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,0.67,1.0,0.45,0.0,0.53,,0.835,0.225
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,0.25,0.0,0.5625,,1.0,0.125
wave-6-2014-br,6,0.67,1.0,0.85,1.0,0.88,,0.835,0.925
wave-6-2014-br,6,0.33,1.0,0.85,0.0,0.545,,0.665,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,,0.0,0.6666666666666666,,1.0,0.0
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,0.85,1.0,0.9625,,1.0,0.925
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,0.65,1.0,0.9125,,1.0,0.825
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.33,1.0,1.0,0.0,0.5825,,0.665,0.5
wave-6-2014-br,6,0.33,1.0,1.0,0.0,0.5825,,0.665,0.5
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,0.65,0.5,0.7875,,1.0,0.575
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.33,1.0,0.85,0.0,0.545,,0.665,0.425
wave-6-2014-br,6,0.33,1.0,0.65,0.0,0.495,,0.665,0.325
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.0,1.0,1.0,0.0,0.5,,0.5,0.5
wave-6-2014-br,6,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
wave-6-2014-br,6,0.33,1.0,1.0,0.0,0.5825,,0.665,0.5
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,1.0,1.0,0.0,0.0,0.5,,1.0,0.0
wave-6-2014-br,6,1.0,1.0,0.0,0.0,0.5,,1.0,0.0
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,0.67,1.0,,0.0,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.25,0.0,0.48,,0.835,0.125
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.0,1.0,1.0,0.0,0.5,,0.5,0.5
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.33,1.0,0.85,0.0,0.545,,0.665,0.425
wave-6-2014-br,6,0.67,1.0,,0.0,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,0.85,1.0,0.9625,,1.0,0.925
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.33,1.0,,1.0,0.7766666666666667,,0.665,1.0
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.33,1.0,0.85,0.0,0.545,,0.665,0.425
wave-6-2014-br,6,0.67,1.0,,0.0,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.33,1.0,0.0,0.0,0.3325,,0.665,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,1.0,1.0,0.9175,,0.835,1.0
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,0.65,1.0,0.9125,,1.0,0.825
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.33,1.0,0.0,0.0,0.3325,,0.665,0.0
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,1.0,1.0,0.85,1.0,0.9625,,1.0,0.925
wave-6-2014-br,6,1.0,1.0,,0.0,0.6666666666666666,,1.0,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.45,0.0,0.53,,0.835,0.225
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.33,1.0,0.85,0.0,0.545,,0.665,0.425
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,,0.0,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,,0.0,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.5,0.755,,0.835,0.675
wave-6-2014-br,6,0.67,1.0,0.45,0.0,0.53,,0.835,0.225
wave-6-2014-br,6,1.0,1.0,0.45,0.0,0.6125,,1.0,0.225
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,1.0,1.0,0.9175,,0.835,1.0
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,0.85,1.0,0.88,,0.835,0.925
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,0.67,1.0,0.85,1.0,0.88,,0.835,0.925
wave-6-2014-br,6,1.0,1.0,0.0,0.0,0.5,,1.0,0.0
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,0.0,0.65,1.0,0.5800000000000001,,0.335,0.825
wave-6-2014-br,6,1.0,1.0,0.85,1.0,0.9625,,1.0,0.925
wave-6-2014-br,6,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
wave-6-2014-br,6,1.0,1.0,0.0,1.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,0.15,0.0,0.4549999999999999,,0.835,0.075
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,0.0,,0.0,0.3333333333333333,,0.5,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.0,,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,0.0,1.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.33,1.0,0.85,0.0,0.545,,0.665,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,1.0,1.0,0.9175,,0.835,1.0
wave-6-2014-br,6,0.33,1.0,0.0,0.0,0.3325,,0.665,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,,0.0,0.6666666666666666,,1.0,0.0
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.33,1.0,,0.0,0.4433333333333333,,0.665,0.0
wave-6-2014-br,6,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,0.0,,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,1.0,0.5,0.7925,,0.835,0.75
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,1.0,1.0,0.9175,,0.835,1.0
wave-6-2014-br,6,0.67,1.0,0.25,0.5,0.605,,0.835,0.375
wave-6-2014-br,6,0.33,1.0,0.85,0.0,0.545,,0.665,0.425
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,0.85,1.0,0.88,,0.835,0.925
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.25,0.0,0.48,,0.835,0.125
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,0.45,0.0,0.53,,0.835,0.225
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,1.0,1.0,,0.0,0.6666666666666666,,1.0,0.0
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,,0.0,0.6666666666666666,,1.0,0.0
wave-6-2014-br,6,0.67,1.0,0.85,1.0,0.88,,0.835,0.925
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,1.0,1.0,0.9175,,0.835,1.0
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,1.0,1.0,0.9175,,0.835,1.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,0.0,0.0,0.5,,1.0,0.0
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.0,,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,1.0,,1.0,,1.0,1.0
wave-6-2014-br,6,0.33,1.0,1.0,0.0,0.5825,,0.665,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.5,0.755,,0.835,0.675
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,0.0,0.15,0.0,0.205,,0.335,0.075
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.33,1.0,0.65,0.5,0.62,,0.665,0.575
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,0.65,1.0,0.83,,0.835,0.825
wave-6-2014-br,6,0.67,1.0,0.25,0.0,0.48,,0.835,0.125
wave-6-2014-br,6,0.67,1.0,0.15,0.0,0.4549999999999999,,0.835,0.075
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,,0.0,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,0.85,1.0,0.88,,0.835,0.925
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,0.65,0.0,0.6625,,1.0,0.325
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,1.0,1.0,0.9175,,0.835,1.0
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,0.0,0.0,0.5,,1.0,0.0
wave-6-2014-br,6,0.67,1.0,0.0,1.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.33,1.0,1.0,0.0,0.5825,,0.665,0.5
wave-6-2014-br,6,0.67,1.0,0.0,,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.0,,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.5,0.755,,0.835,0.675
wave-6-2014-br,6,0.67,1.0,0.45,0.0,0.53,,0.835,0.225
wave-6-2014-br,6,0.67,0.0,,0.0,0.2233333333333333,,0.335,0.0
wave-6-2014-br,6,0.67,1.0,,0.0,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.33,1.0,0.85,0.0,0.545,,0.665,0.425
wave-6-2014-br,6,0.67,1.0,0.0,0.0,0.4175,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.45,0.0,0.53,,0.835,0.225
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,1.0,1.0,0.9175,,0.835,1.0
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.33,1.0,0.85,0.0,0.545,,0.665,0.425
wave-6-2014-br,6,0.67,1.0,0.85,1.0,0.88,,0.835,0.925
wave-6-2014-br,6,0.67,1.0,0.85,0.5,0.755,,0.835,0.675
wave-6-2014-br,6,0.67,1.0,,0.0,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,0.67,1.0,0.85,1.0,0.88,,0.835,0.925
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,,0.0,0.5566666666666666,,0.835,0.0
wave-6-2014-br,6,0.33,1.0,1.0,0.0,0.5825,,0.665,0.5
wave-6-2014-br,6,0.67,1.0,0.85,0.0,0.63,,0.835,0.425
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,0.67,1.0,0.65,0.0,0.58,,0.835,0.325
wave-6-2014-br,6,1.0,,0.45,0.0,0.4833333333333333,,1.0,0.225
wave-6-2014-br,6,0.67,1.0,0.65,1.0,0.83,,0.835,0.825
wave-6-2014-br,6,0.67,1.0,0.45,,0.7066666666666667,,0.835,0.45
wave-6-2014-br,6,0.33,1.0,0.85,0.0,0.545,,0.665,0.425
wave-6-2014-br,6,1.0,0.0,0.25,,0.4166666666666667,,0.5,0.25
wave-6-2014-br,6,0.33,1.0,0.65,0.5,0.62,,0.665,0.575
wave-6-2014-br,6,0.67,1.0,0.65,,0.7733333333333333,,0.835,0.65
wave-6-2014-br,6,0.33,1.0,0.65,,0.66,,0.665,0.65
wave-6-2014-br,6,0.67,1.0,1.0,1.0,0.9175,,0.835,1.0
wave-6-2014-br,6,0.67,1.0,0.45,0.5,0.655,,0.835,0.475
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,0.85,0.0,0.7125,,1.0,0.425
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,0.67,1.0,1.0,0.0,0.6675,,0.835,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
wave-6-2014-br,6,1.0,1.0,1.0,0.5,0.875,,1.0,0.75
wave-6-2014-br,6,1.0,1.0,1.0,0.0,0.75,,1.0,0.5
